sku,season,season_universe,season_tagline,kategori,nama_blend,narrative_context,komposisi_biji,dominant_roast,deskripsi,texture,resep_gramasi,rekomendasi_penyajian
S-SPR-188,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Young Sprig,The First Ascent · Seasonal collection,Dampit Malang Dark Natural 50% | Wanoja Kamojang Light Wine 25% | Wanoja Kamojang Dark Anaerobic 25%,Dark,"Saat kabut pagi pertama mulai mengangkat tirainya, blend ini mempertemukan biji-biji dari Dampit Malang serta Wanoja Kamojang serta Wanoja Kamojang dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Natural dan Wine, menghadirkan nuansa dark rum, charcoal, fermented cocoa yang bersih namun penuh kedalaman. Untuk langkah pertama yang selalu lebih jujur dari seribu langkah berikutnya.",Thick,Dampit Malang (Dark / Natural): 500g (50%) | Wanoja Kamojang (Light / Wine): 250g (25%) | Wanoja Kamojang (Dark / Anaerobic): 250g (25%) | total: 1000g,Ideal untuk Ristretto
S-SPR-189,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Gentle Stratus,The First Ascent · Seasonal collection,Java Ijen Raung Medium WetHulled 60% | Java Garut Light Honey 25% | Java Sindoro Dark Natural 15%,Medium,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Java Ijen Raung serta Java Garut serta Java Sindoro dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode WetHulled dan Honey, menghadirkan nuansa licorice, pear, apricot yang bersih namun penuh kedalaman. Untuk langkah pertama yang selalu lebih jujur dari seribu langkah berikutnya.",Smooth,Java Ijen Raung (Medium / WetHulled): 600g (60%) | Java Garut (Light / Honey): 250g (25%) | Java Sindoro (Dark / Natural): 150g (15%) | total: 1000g,Best for Moka Pot
S-SPR-190,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,First Pollen,The First Ascent · Seasonal collection,Java Puntang Medium Honey 45% | Java Temanggung Medium WetHulled 35% | Dampit Malang Light Anaerobic 20%,Medium,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Java Puntang serta Java Temanggung serta Dampit Malang dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Honey dan WetHulled, menghadirkan nuansa rum raisin, woody, macadamia yang bersih namun penuh kedalaman. Diciptakan bagi mereka yang memahami bahwa setiap puncak dimulai dari sebuah pagi.",Smooth,Java Puntang (Medium / Honey): 450g (45%) | Java Temanggung (Medium / WetHulled): 350g (35%) | Dampit Malang (Light / Anaerobic): 200g (20%) | total: 1000g,Best for Moka Pot
S-SPR-191,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Stirring Wellspring,The First Ascent · Seasonal collection,Flores Bajawa Light WetHulled 40% | Java Sindoro Dark SemiWashed 35% | Temanggung Light Honey 25%,Medium,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend ini mempertemukan biji-biji dari Flores Bajawa serta Java Sindoro serta Temanggung dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode WetHulled dan SemiWashed, menghadirkan nuansa nectarine, roasted grain, intense spice yang bersih namun penuh kedalaman. Blend yang merekam kesegaran dari tempat di mana perjalanan baru saja dimulai.",Velvety,Flores Bajawa (Light / WetHulled): 400g (40%) | Java Sindoro (Dark / SemiWashed): 350g (35%) | Temanggung (Light / Honey): 250g (25%) | total: 1000g,Best for Moka Pot
S-SPR-192,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Pale Clearance,The First Ascent · Seasonal collection,Bengkulu Medium Washed 40% | Sembalun Rinjani Light Anaerobic 60%,Light,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Bengkulu serta Sembalun Rinjani dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Washed dan Anaerobic, menghadirkan nuansa rum raisin, almond, brown sugar yang bersih namun penuh kedalaman. Sebuah perayaan atas keberanian memulai — ketika segala sesuatunya masih bersih dan mungkin.",Light Body,Bengkulu (Medium / Washed): 400g (40%) | Sembalun Rinjani (Light / Anaerobic): 600g (60%) | total: 1000g,Pour Over Recommended
S-SPR-193,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,First Sunbreak,The First Ascent · Seasonal collection,Flores Bajawa Medium Anaerobic 60% | Aceh Gayo Light SemiWashed 40%,Light,"Terinspirasi dari fajar yang menerangi jalur yang belum pernah dilalui, blend ini mempertemukan biji-biji dari Flores Bajawa serta Aceh Gayo dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Anaerobic dan SemiWashed, menghadirkan nuansa tropical punch, cacao nib, tamarind yang bersih namun penuh kedalaman. Diciptakan bagi mereka yang memahami bahwa setiap puncak dimulai dari sebuah pagi.",Delicate,Flores Bajawa (Medium / Anaerobic): 600g (60%) | Aceh Gayo (Light / SemiWashed): 400g (40%) | total: 1000g,Best for V60
S-SPR-194,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Climbing Sprig,The First Ascent · Seasonal collection,Java Garut Medium Wine 55% | Toraja Sapan Medium Anaerobic 45%,Medium,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend ini mempertemukan biji-biji dari Java Garut serta Toraja Sapan dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Wine dan Anaerobic, menghadirkan nuansa dark plum, balsamic, tamarind yang bersih namun penuh kedalaman. Untuk langkah pertama yang selalu lebih jujur dari seribu langkah berikutnya.",Balanced,Java Garut (Medium / Wine): 550g (55%) | Toraja Sapan (Medium / Anaerobic): 450g (45%) | total: 1000g,Versatile for Espresso & Filter
S-SPR-195,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Morning Clearance,The First Ascent · Seasonal collection,Flores Bajawa Dark WetHulled 45% | Java Sindoro Dark SemiWashed 35% | Sidikalang Medium Wine 20%,Dark,"Dari mata air yang baru saja membuka jejaknya di lereng, blend ini mempertemukan biji-biji dari Flores Bajawa serta Java Sindoro serta Sidikalang dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode WetHulled dan SemiWashed, menghadirkan nuansa dark tobacco, roasted grain, intense earth yang bersih namun penuh kedalaman. Sebuah perayaan atas keberanian memulai — ketika segala sesuatunya masih bersih dan mungkin.",Full Body,Flores Bajawa (Dark / WetHulled): 450g (45%) | Java Sindoro (Dark / SemiWashed): 350g (35%) | Sidikalang (Medium / Wine): 200g (20%) | total: 1000g,Best for Batch Brew
S-SPR-196,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Tender Pollen,The First Ascent · Seasonal collection,Lintong Onan Medium Washed 40% | Java Manglayang Medium Washed 60%,Medium,"Terinspirasi dari fajar yang menerangi jalur yang belum pernah dilalui, blend ini mempertemukan biji-biji dari Lintong Onan serta Java Manglayang dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Washed, menghadirkan nuansa caramel, hazelnut, brown sugar yang bersih namun penuh kedalaman. Sebuah perayaan atas keberanian memulai — ketika segala sesuatunya masih bersih dan mungkin.",Velvety,Lintong Onan (Medium / Washed): 400g (40%) | Java Manglayang (Medium / Washed): 600g (60%) | total: 1000g,Best for Moka Pot
S-SPR-197,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Blooming Blossom,The First Ascent · Seasonal collection,Bali Kintamani Light Anaerobic 40% | Papua Dogiyai Light Anaerobic 60%,Light,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Bali Kintamani serta Papua Dogiyai dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Anaerobic, menghadirkan nuansa passion fruit, raspberry, lychee yang bersih namun penuh kedalaman. Untuk langkah pertama yang selalu lebih jujur dari seribu langkah berikutnya.",Delicate,Bali Kintamani (Light / Anaerobic): 400g (40%) | Papua Dogiyai (Light / Anaerobic): 600g (60%) | total: 1000g,Cocok untuk AeroPress
S-SPR-198,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Morning Spore,The First Ascent · Seasonal collection,Solok Radjo Light Honey 55% | Java Ijen Raung Light WetHulled 30% | Dampit Malang Medium WetHulled 15%,Light,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend ini mempertemukan biji-biji dari Solok Radjo serta Java Ijen Raung serta Dampit Malang dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Honey dan WetHulled, menghadirkan nuansa tobacco leaf, lime, floral yang bersih namun penuh kedalaman. Blend yang merekam kesegaran dari tempat di mana perjalanan baru saja dimulai.",Clean,Solok Radjo (Light / Honey): 550g (55%) | Java Ijen Raung (Light / WetHulled): 300g (30%) | Dampit Malang (Medium / WetHulled): 150g (15%) | total: 1000g,Best for V60
S-SPR-199,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Pure Runoff,The First Ascent · Seasonal collection,Java Ciwidey Medium Natural 40% | Java Sindoro Medium Wine 35% | Temanggung Light Wine 25%,Medium,"Terinspirasi dari fajar yang menerangi jalur yang belum pernah dilalui, blend ini mempertemukan biji-biji dari Java Ciwidey serta Java Sindoro serta Temanggung dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Natural dan Wine, menghadirkan nuansa port wine, grape must, blackcurrant yang bersih namun penuh kedalaman. Sebuah perayaan atas keberanian memulai — ketika segala sesuatunya masih bersih dan mungkin.",Medium Body,Java Ciwidey (Medium / Natural): 400g (40%) | Java Sindoro (Medium / Wine): 350g (35%) | Temanggung (Light / Wine): 250g (25%) | total: 1000g,Cocok untuk French Press & Espresso
S-SPR-200,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Seasonal Blend,Early Pollen,The First Ascent · Seasonal collection,Java Preanger Light WetHulled 50% | Mandheling Medium WetHulled 25% | Bukit Barisan Dark Washed 25%,Medium,"Saat kabut pagi pertama mulai mengangkat tirainya, blend ini mempertemukan biji-biji dari Java Preanger serta Mandheling serta Bukit Barisan dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode WetHulled dan Washed, menghadirkan nuansa tobacco, dark roast, tobacco leaf yang bersih namun penuh kedalaman. Diciptakan bagi mereka yang memahami bahwa setiap puncak dimulai dari sebuah pagi.",Velvety,Java Preanger (Light / WetHulled): 500g (50%) | Mandheling (Medium / WetHulled): 250g (25%) | Bukit Barisan (Dark / Washed): 250g (25%) | total: 1000g,Versatile for Espresso & Filter
S-SPR-201,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Speciality Blend,Pioneer's Pristine Inscription,The First Ascent · Pioneer's sub-universe,Sidikalang Dark Anaerobic 50% | Java Ijen Raung Medium Natural 25% | Papua Dogiyai Dark Anaerobic 25%,Dark,"Saat kabut pagi pertama mulai mengangkat tirainya, blend eksklusif ini merajut karakter biji pilihan dari Sidikalang serta Java Ijen Raung serta Papua Dogiyai menjadi sebuah komposisi yang tak mudah ditemukan. Melalui proses Anaerobic dan Natural, lahirlah profil rasa prune, black cherry, smoke — kompleks, berlapis, dan tak tergesa-gesa mengungkap dirinya. Sebuah perayaan atas keberanian memulai — ketika segala sesuatunya masih bersih dan mungkin.",Heavy Body,Sidikalang (Dark / Anaerobic): 500g (50%) | Java Ijen Raung (Medium / Natural): 250g (25%) | Papua Dogiyai (Dark / Anaerobic): 250g (25%) | total: 1000g,Ideal untuk Ristretto
S-SPR-202,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Speciality Blend,Pioneer's Pioneering Venture,The First Ascent · Pioneer's sub-universe,Java Puntang Medium Wine 45% | Java Temanggung Dark Wine 35% | Arjuno Light Anaerobic 20%,Medium,"Saat kabut pagi pertama mulai mengangkat tirainya, blend eksklusif ini merajut karakter biji pilihan dari Java Puntang serta Java Temanggung serta Arjuno menjadi sebuah komposisi yang tak mudah ditemukan. Melalui proses Wine dan Anaerobic, lahirlah profil rasa tobacco, espresso, passion fruit — kompleks, berlapis, dan tak tergesa-gesa mengungkap dirinya. Diciptakan bagi mereka yang memahami bahwa setiap puncak dimulai dari sebuah pagi.",Round,Java Puntang (Medium / Wine): 450g (45%) | Java Temanggung (Dark / Wine): 350g (35%) | Arjuno (Light / Anaerobic): 200g (20%) | total: 1000g,Best for Moka Pot
S-SPR-203,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Speciality Blend,Pioneer's Elemental Testament,The First Ascent · Pioneer's sub-universe,Java Garut Light Anaerobic 60% | Semeru Light Anaerobic 25% | Solok Radjo Light Natural 15%,Light,"Terinspirasi dari fajar yang menerangi jalur yang belum pernah dilalui, blend eksklusif ini merajut karakter biji pilihan dari Java Garut serta Semeru serta Solok Radjo menjadi sebuah komposisi yang tak mudah ditemukan. Melalui proses Anaerobic dan Natural, lahirlah profil rasa rum raisin, tropical fruit, raspberry — kompleks, berlapis, dan tak tergesa-gesa mengungkap dirinya. Diciptakan bagi mereka yang memahami bahwa setiap puncak dimulai dari sebuah pagi.",Silky,Java Garut (Light / Anaerobic): 600g (60%) | Semeru (Light / Anaerobic): 250g (25%) | Solok Radjo (Light / Natural): 150g (15%) | total: 1000g,Ideal for Chemex
S-SPR-204,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Speciality Blend,Pioneer's Foundational Entry,The First Ascent · Pioneer's sub-universe,Solok Radjo Light Anaerobic 50% | Toraja Sapan Medium Anaerobic 25% | Bukit Barisan Light Anaerobic 25%,Light,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend eksklusif ini merajut karakter biji pilihan dari Solok Radjo serta Toraja Sapan serta Bukit Barisan menjadi sebuah komposisi yang tak mudah ditemukan. Melalui proses Anaerobic, lahirlah profil rasa raspberry, cola, rum raisin — kompleks, berlapis, dan tak tergesa-gesa mengungkap dirinya. Sebuah perayaan atas keberanian memulai — ketika segala sesuatunya masih bersih dan mungkin.",Delicate,Solok Radjo (Light / Anaerobic): 500g (50%) | Toraja Sapan (Medium / Anaerobic): 250g (25%) | Bukit Barisan (Light / Anaerobic): 250g (25%) | total: 1000g,Pour Over Recommended
S-SPR-205,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Speciality Blend,Pioneer's Foundational Initiative,The First Ascent · Pioneer's sub-universe,Toraja Kalosi Medium Anaerobic 50% | Papua Wamena Medium Anaerobic 25% | Bali Kintamani Dark Natural 25%,Medium,"Seperti embun yang jatuh pada daun pertama musim baru, blend eksklusif ini merajut karakter biji pilihan dari Toraja Kalosi serta Papua Wamena serta Bali Kintamani menjadi sebuah komposisi yang tak mudah ditemukan. Melalui proses Anaerobic dan Natural, lahirlah profil rasa tropical punch, tar, fermented fruit — kompleks, berlapis, dan tak tergesa-gesa mengungkap dirinya. Blend yang merekam kesegaran dari tempat di mana perjalanan baru saja dimulai.",Round,Toraja Kalosi (Medium / Anaerobic): 500g (50%) | Papua Wamena (Medium / Anaerobic): 250g (25%) | Bali Kintamani (Dark / Natural): 250g (25%) | total: 1000g,Cocok untuk French Press & Espresso
S-SPR-206,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Speciality Blend,Pioneer's Trailblazing Inscription,The First Ascent · Pioneer's sub-universe,Papua Dogiyai Dark Natural 50% | Sidikalang Light Wine 30% | Bengkulu Light Anaerobic 20%,Medium,"Di mana benih harapan tumbuh dari tanah yang baru mencair, blend eksklusif ini merajut karakter biji pilihan dari Papua Dogiyai serta Sidikalang serta Bengkulu menjadi sebuah komposisi yang tak mudah ditemukan. Melalui proses Natural dan Wine, lahirlah profil rasa rum raisin, cola, grape must — kompleks, berlapis, dan tak tergesa-gesa mengungkap dirinya. Diciptakan bagi mereka yang memahami bahwa setiap puncak dimulai dari sebuah pagi.",Balanced,Papua Dogiyai (Dark / Natural): 500g (50%) | Sidikalang (Light / Wine): 300g (30%) | Bengkulu (Light / Anaerobic): 200g (20%) | total: 1000g,Best for Moka Pot
S-SPR-207,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Speciality Blend,Pioneer's Primal Discovery,The First Ascent · Pioneer's sub-universe,Toraja Sapan Dark Natural 50% | Bali Ulian Medium Natural 25% | Toraja Kalosi Light Anaerobic 25%,Medium,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend eksklusif ini merajut karakter biji pilihan dari Toraja Sapan serta Bali Ulian serta Toraja Kalosi menjadi sebuah komposisi yang tak mudah ditemukan. Melalui proses Natural dan Anaerobic, lahirlah profil rasa prune, espresso, molasses — kompleks, berlapis, dan tak tergesa-gesa mengungkap dirinya. Diciptakan bagi mereka yang memahami bahwa setiap puncak dimulai dari sebuah pagi.",Velvety,Toraja Sapan (Dark / Natural): 500g (50%) | Bali Ulian (Medium / Natural): 250g (25%) | Toraja Kalosi (Light / Anaerobic): 250g (25%) | total: 1000g,Cocok untuk French Press & Espresso
S-SPR-208,Spring,The First Ascent,Sebelum puncak — ada langkah pertama yang paling jujur.,Speciality Blend,Pioneer's Pioneering Notation,The First Ascent · Pioneer's sub-universe,Java Preanger Medium Wine 50% | Java Temanggung Dark Wine 50%,Dark,"Seperti embun yang jatuh pada daun pertama musim baru, blend eksklusif ini merajut karakter biji pilihan dari Java Preanger serta Java Temanggung menjadi sebuah komposisi yang tak mudah ditemukan. Melalui proses Wine, lahirlah profil rasa roasted grape, tobacco, smoked plum — kompleks, berlapis, dan tak tergesa-gesa mengungkap dirinya. Sebuah perayaan atas keberanian memulai — ketika segala sesuatunya masih bersih dan mungkin.",Bold,Java Preanger (Medium / Wine): 500g (50%) | Java Temanggung (Dark / Wine): 500g (50%) | total: 1000g,Ideal untuk Ristretto
