sku,season,kategori,nama_blend,komposisi_biji,dominant_roast,deskripsi,texture,resep_gramasi,rekomendasi_penyajian
S-SPR-168,Spring,Seasonal Blend,Celestial Spring Blend,Java Sindoro Medium Natural 50% | Sembalun Rinjani Medium Washed 50%,Medium,"Profil rasa yang bersih dan elegan, blend aromatic ini memadukan biji-biji terbaik dari Java Sindoro dan Sembalun Rinjani. Diproses dengan metode Washed & Natural, menghadirkan profil rasa brown sugar, prune, berry jam yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Balanced,Java Sindoro (Medium / Natural): 500g (50%) | Sembalun Rinjani (Medium / Washed): 500g (50%) | total: 1000g,Versatile for Espresso & Filter
S-SPR-169,Spring,Seasonal Blend,Nusantara Spring Crest,Arjuno Medium WetHulled 60% | Gunung Halu Medium Anaerobic 25% | Flores Bajawa Medium SemiWashed 15%,Medium,"Karakter floral yang memanjakan indra, blend clean ini memadukan biji-biji terbaik dari Arjuno dan Gunung Halu dan Flores Bajawa. Diproses dengan metode SemiWashed & WetHulled, menghadirkan profil rasa milk caramel, woody, spice yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Medium Body,Arjuno (Medium / WetHulled): 600g (60%) | Gunung Halu (Medium / Anaerobic): 250g (25%) | Flores Bajawa (Medium / SemiWashed): 150g (15%) | total: 1000g,Versatile for Espresso & Filter
S-SPR-170,Spring,Seasonal Blend,Amber Spring Blend,Mandheling Light Wine 70% | Java Garut Medium Wine 30%,Light,"Halus seperti angin semi, blend delicate ini memadukan biji-biji terbaik dari Mandheling dan Java Garut. Diproses dengan metode Wine, menghadirkan profil rasa espresso, dark plum, balsamic yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Delicate,Mandheling (Light / Wine): 700g (70%) | Java Garut (Medium / Wine): 300g (30%) | total: 1000g,Best for V60
S-SPR-171,Spring,Seasonal Blend,Nusantara Spring Peak,Flores Bajawa Dark WetHulled 45% | Java Sindoro Dark SemiWashed 35% | Sidikalang Medium Wine 20%,Dark,"Profil rasa yang bersih dan elegan, blend aromatic ini memadukan biji-biji terbaik dari Flores Bajawa dan Java Sindoro dan Sidikalang. Diproses dengan metode SemiWashed & Wine, menghadirkan profil rasa dark tobacco, roasted grain, intense earth yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Full Body,Flores Bajawa (Dark / WetHulled): 450g (45%) | Java Sindoro (Dark / SemiWashed): 350g (35%) | Sidikalang (Medium / Wine): 200g (20%) | total: 1000g,Cocok untuk Cold Brew
S-SPR-172,Spring,Seasonal Blend,Ember Spring Journey,Lintong Onan Medium Washed 40% | Java Manglayang Medium Washed 60%,Medium,"Profil rasa yang bersih dan elegan, blend aromatic ini memadukan biji-biji terbaik dari Lintong Onan dan Java Manglayang. Diproses dengan metode Washed, menghadirkan profil rasa caramel, hazelnut, brown sugar yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Velvety,Lintong Onan (Medium / Washed): 400g (40%) | Java Manglayang (Medium / Washed): 600g (60%) | total: 1000g,Versatile for Espresso & Filter
S-SPR-173,Spring,Seasonal Blend,Copper Spring Edition,Papua Dogiyai Light Anaerobic 50% | Wanoja Kamojang Dark WetHulled 50%,Medium,"Profil rasa yang bersih dan elegan, blend clean ini memadukan biji-biji terbaik dari Papua Dogiyai dan Wanoja Kamojang. Diproses dengan metode WetHulled & Anaerobic, menghadirkan profil rasa passion fruit, cola, dark tobacco yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Medium Body,Papua Dogiyai (Light / Anaerobic): 500g (50%) | Wanoja Kamojang (Dark / WetHulled): 500g (50%) | total: 1000g,Versatile for Espresso & Filter
S-SPR-174,Spring,Seasonal Blend,Nusantara Spring Story,Dampit Malang Medium WetHulled 50% | Gunung Halu Light SemiWashed 30% | Java Sindoro Dark Anaerobic 20%,Medium,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Dampit Malang dan Gunung Halu dan Java Sindoro. Diproses dengan metode SemiWashed & WetHulled, menghadirkan profil rasa light caramel, papaya, woody yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Round,Dampit Malang (Medium / WetHulled): 500g (50%) | Gunung Halu (Light / SemiWashed): 300g (30%) | Java Sindoro (Dark / Anaerobic): 200g (20%) | total: 1000g,Best for Moka Pot
S-SPR-175,Spring,Seasonal Blend,Timeless Spring Ridge,Arjuno Light Natural 40% | Java Ciwidey Medium Natural 60%,Light,"Profil rasa yang bersih dan elegan, blend delicate ini memadukan biji-biji terbaik dari Arjuno dan Java Ciwidey. Diproses dengan metode Natural, menghadirkan profil rasa dried fig, blueberry, molasses yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Light Body,Arjuno (Light / Natural): 400g (40%) | Java Ciwidey (Medium / Natural): 600g (60%) | total: 1000g,Best for V60
S-SPR-176,Spring,Seasonal Blend,Summit Spring Story,Bukit Barisan Medium SemiWashed 40% | Java Preanger Medium Wine 60%,Medium,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bukit Barisan dan Java Preanger. Diproses dengan metode SemiWashed & Wine, menghadirkan profil rasa vanilla, milk caramel, roasted nut yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Round,Bukit Barisan (Medium / SemiWashed): 400g (40%) | Java Preanger (Medium / Wine): 600g (60%) | total: 1000g,Versatile for Espresso & Filter
S-SPR-177,Spring,Seasonal Blend,Horizon Spring Origin,Sidikalang Dark Honey 55% | Java Garut Medium Anaerobic 30% | Papua Dogiyai Dark Honey 15%,Dark,"Aroma bunga yang menyegarkan, blend delicate ini memadukan biji-biji terbaik dari Sidikalang dan Java Garut dan Papua Dogiyai. Diproses dengan metode Honey & Anaerobic, menghadirkan profil rasa dark sugar, tropical punch, burnt caramel yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Full Body,Sidikalang (Dark / Honey): 550g (55%) | Java Garut (Medium / Anaerobic): 300g (30%) | Papua Dogiyai (Dark / Honey): 150g (15%) | total: 1000g,Ideal untuk Ristretto
S-SPR-178,Spring,Seasonal Blend,Harvest Spring Journey,Flores Bajawa Light Natural 55% | Java Manglayang Dark Anaerobic 30% | Toraja Kalosi Dark WetHulled 15%,Medium,"Halus seperti angin semi, blend delicate ini memadukan biji-biji terbaik dari Flores Bajawa dan Java Manglayang dan Toraja Kalosi. Diproses dengan metode WetHulled & Natural, menghadirkan profil rasa black cherry, dark rum, tropical fruit yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Smooth,Flores Bajawa (Light / Natural): 550g (55%) | Java Manglayang (Dark / Anaerobic): 300g (30%) | Toraja Kalosi (Dark / WetHulled): 150g (15%) | total: 1000g,Best for Moka Pot
S-SPR-179,Spring,Seasonal Blend,Volcano Spring Select,Bali Ulian Medium Wine 70% | Toraja Kalosi Light Anaerobic 30%,Medium,"Aroma bunga yang menyegarkan, blend light ini memadukan biji-biji terbaik dari Bali Ulian dan Toraja Kalosi. Diproses dengan metode Wine & Anaerobic, menghadirkan profil rasa lychee, espresso, cola yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Medium Body,Bali Ulian (Medium / Wine): 700g (70%) | Toraja Kalosi (Light / Anaerobic): 300g (30%) | total: 1000g,Cocok untuk French Press & Espresso
S-SPR-180,Spring,Seasonal Blend,Copper Spring Collection,Bukit Barisan Dark Wine 50% | Java Ijen Raung Light Anaerobic 25% | Kerinci Kayu Aro Light Washed 25%,Medium,"Karakter floral yang memanjakan indra, blend light ini memadukan biji-biji terbaik dari Bukit Barisan dan Java Ijen Raung dan Kerinci Kayu Aro. Diproses dengan metode Washed & Wine, menghadirkan profil rasa green tea, raspberry, smoked plum yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Round,Bukit Barisan (Dark / Wine): 500g (50%) | Java Ijen Raung (Light / Anaerobic): 250g (25%) | Kerinci Kayu Aro (Light / Washed): 250g (25%) | total: 1000g,Best for Moka Pot
S-SPR-181,Spring,Seasonal Blend,Timeless Spring Chapter,Java Puntang Dark Natural 40% | Bali Kintamani Light Anaerobic 35% | Bali Ulian Light Washed 25%,Medium,"Aroma bunga yang menyegarkan, blend delicate ini memadukan biji-biji terbaik dari Java Puntang dan Bali Kintamani dan Bali Ulian. Diproses dengan metode Washed & Natural, menghadirkan profil rasa charcoal, licorice, espresso yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Medium Body,Java Puntang (Dark / Natural): 400g (40%) | Bali Kintamani (Light / Anaerobic): 350g (35%) | Bali Ulian (Light / Washed): 250g (25%) | total: 1000g,Best for Moka Pot
S-SPR-182,Spring,Seasonal Blend,Highland Spring Craft,Lampung Robusta Premium Medium Honey 50% | Java Garut Medium Washed 30% | Lintong Onan Light SemiWashed 20%,Medium,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Lampung Robusta Premium dan Java Garut dan Lintong Onan. Diproses dengan metode SemiWashed & Washed, menghadirkan profil rasa honey, maple syrup, hazelnut yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Smooth,Lampung Robusta Premium (Medium / Honey): 500g (50%) | Java Garut (Medium / Washed): 300g (30%) | Lintong Onan (Light / SemiWashed): 200g (20%) | total: 1000g,Best for Moka Pot
S-SPR-183,Spring,Seasonal Blend,Nusantara Spring Chapter,Gunung Halu Dark WetHulled 40% | Lampung Robusta Premium Dark Wine 35% | Aceh Gayo Light Wine 25%,Dark,"Aroma bunga yang menyegarkan, blend delicate ini memadukan biji-biji terbaik dari Gunung Halu dan Lampung Robusta Premium dan Aceh Gayo. Diproses dengan metode Wine & WetHulled, menghadirkan profil rasa dark cherry, dark tobacco, dark espresso yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Syrupy,Gunung Halu (Dark / WetHulled): 400g (40%) | Lampung Robusta Premium (Dark / Wine): 350g (35%) | Aceh Gayo (Light / Wine): 250g (25%) | total: 1000g,Best for Batch Brew
S-SPR-184,Spring,Seasonal Blend,Sacred Spring Estate,Papua Wamena Medium Wine 45% | Papua Dogiyai Light WetHulled 55%,Light,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Papua Wamena dan Papua Dogiyai. Diproses dengan metode Wine & WetHulled, menghadirkan profil rasa roasted grape, dark plum, lime yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Clean,Papua Wamena (Medium / Wine): 450g (45%) | Papua Dogiyai (Light / WetHulled): 550g (55%) | total: 1000g,Cocok untuk AeroPress
S-SPR-185,Spring,Seasonal Blend,Archipelago Spring Edition,Aceh Gayo Dark Natural 60% | Sidikalang Dark SemiWashed 25% | Papua Wamena Light SemiWashed 15%,Dark,"Profil rasa yang bersih dan elegan, blend floral ini memadukan biji-biji terbaik dari Aceh Gayo dan Sidikalang dan Papua Wamena. Diproses dengan metode SemiWashed & Natural, menghadirkan profil rasa roasted grain, oolong tea, intense spice yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Syrupy,Aceh Gayo (Dark / Natural): 600g (60%) | Sidikalang (Dark / SemiWashed): 250g (25%) | Papua Wamena (Light / SemiWashed): 150g (15%) | total: 1000g,Best for Batch Brew
S-SPR-186,Spring,Seasonal Blend,Elysian Spring Craft,Java Temanggung Dark Natural 70% | Arjuno Dark WetHulled 30%,Dark,"Halus seperti angin semi, blend aromatic ini memadukan biji-biji terbaik dari Java Temanggung dan Arjuno. Diproses dengan metode WetHulled & Natural, menghadirkan profil rasa peat, intense earth, tar yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Bold,Java Temanggung (Dark / Natural): 700g (70%) | Arjuno (Dark / WetHulled): 300g (30%) | total: 1000g,Ideal untuk Ristretto
S-SPR-187,Spring,Seasonal Blend,Sacred Spring Signature,Mandheling Dark WetHulled 50% | Gunung Halu Medium Anaerobic 25% | Gunung Halu Light Anaerobic 25%,Medium,"Karakter floral yang memanjakan indra, blend floral ini memadukan biji-biji terbaik dari Mandheling dan Gunung Halu dan Gunung Halu. Diproses dengan metode WetHulled & Anaerobic, menghadirkan profil rasa clove, fermented fruit, intense earth yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Smooth,Mandheling (Dark / WetHulled): 500g (50%) | Gunung Halu (Medium / Anaerobic): 250g (25%) | Gunung Halu (Light / Anaerobic): 250g (25%) | total: 1000g,Versatile for Espresso & Filter
S-SPR-188,Spring,Seasonal Blend,Silk Spring Signature,Lintong Onan Light Anaerobic 50% | Wanoja Kamojang Light Washed 50%,Light,"Profil rasa yang bersih dan elegan, blend light ini memadukan biji-biji terbaik dari Lintong Onan dan Wanoja Kamojang. Diproses dengan metode Washed & Anaerobic, menghadirkan profil rasa bergamot, jasmine, lychee yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Silky,Lintong Onan (Light / Anaerobic): 500g (50%) | Wanoja Kamojang (Light / Washed): 500g (50%) | total: 1000g,Pour Over Recommended
S-SPR-189,Spring,Seasonal Blend,Twilight Spring Collection,Bali Ulian Light Honey 40% | Sembalun Rinjani Dark Washed 60%,Medium,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bali Ulian dan Sembalun Rinjani. Diproses dengan metode Washed & Honey, menghadirkan profil rasa floral, bitter chocolate, smoky caramel yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Velvety,Bali Ulian (Light / Honey): 400g (40%) | Sembalun Rinjani (Dark / Washed): 600g (60%) | total: 1000g,Versatile for Espresso & Filter
S-SPR-190,Spring,Seasonal Blend,Equator Spring Story,Bali Ulian Medium SemiWashed 50% | Semeru Medium Honey 25% | Semeru Dark Wine 25%,Medium,"Karakter floral yang memanjakan indra, blend clean ini memadukan biji-biji terbaik dari Bali Ulian dan Semeru dan Semeru. Diproses dengan metode SemiWashed & Honey, menghadirkan profil rasa roasted nut, honey, maple syrup yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Balanced,Bali Ulian (Medium / SemiWashed): 500g (50%) | Semeru (Medium / Honey): 250g (25%) | Semeru (Dark / Wine): 250g (25%) | total: 1000g,Versatile for Espresso & Filter
S-SPR-191,Spring,Seasonal Blend,Celestial Spring Peak,Temanggung Dark Anaerobic 45% | Sembalun Rinjani Dark Natural 35% | Kerinci Kayu Aro Light Washed 20%,Dark,"Profil rasa yang bersih dan elegan, blend light ini memadukan biji-biji terbaik dari Temanggung dan Sembalun Rinjani dan Kerinci Kayu Aro. Diproses dengan metode Washed & Natural, menghadirkan profil rasa black cherry, dark rum, smoke yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Heavy Body,Temanggung (Dark / Anaerobic): 450g (45%) | Sembalun Rinjani (Dark / Natural): 350g (35%) | Kerinci Kayu Aro (Light / Washed): 200g (20%) | total: 1000g,Cocok untuk Cold Brew
S-SPR-192,Spring,Seasonal Blend,Equator Spring Chapter,Aceh Gayo Medium Anaerobic 50% | Flores Bajawa Medium Anaerobic 25% | Bali Ulian Dark Washed 25%,Medium,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Aceh Gayo dan Flores Bajawa dan Bali Ulian. Diproses dengan metode Washed & Anaerobic, menghadirkan profil rasa cacao nib, fermented fruit, tropical punch yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Medium Body,Aceh Gayo (Medium / Anaerobic): 500g (50%) | Flores Bajawa (Medium / Anaerobic): 250g (25%) | Bali Ulian (Dark / Washed): 250g (25%) | total: 1000g,Cocok untuk French Press & Espresso
S-SPR-193,Spring,Seasonal Blend,Volcano Spring Craft,Java Garut Dark Washed 70% | Toraja Kalosi Light WetHulled 30%,Medium,"Profil rasa yang bersih dan elegan, blend light ini memadukan biji-biji terbaik dari Java Garut dan Toraja Kalosi. Diproses dengan metode Washed & WetHulled, menghadirkan profil rasa herb, dark roast, cedar yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Round,Java Garut (Dark / Washed): 700g (70%) | Toraja Kalosi (Light / WetHulled): 300g (30%) | total: 1000g,Best for Moka Pot
S-SPR-194,Spring,Seasonal Blend,Heritage Spring Fusion,Aceh Gayo Dark Wine 50% | Java Puntang Medium SemiWashed 30% | Wanoja Kamojang Light Anaerobic 20%,Medium,"Profil rasa yang bersih dan elegan, blend fresh ini memadukan biji-biji terbaik dari Aceh Gayo dan Java Puntang dan Wanoja Kamojang. Diproses dengan metode SemiWashed & Wine, menghadirkan profil rasa tobacco, smoked plum, cola yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Velvety,Aceh Gayo (Dark / Wine): 500g (50%) | Java Puntang (Medium / SemiWashed): 300g (30%) | Wanoja Kamojang (Light / Anaerobic): 200g (20%) | total: 1000g,Cocok untuk French Press & Espresso
S-SPR-195,Spring,Seasonal Blend,Amber Spring Peak,Flores Bajawa Medium Washed 50% | Java Preanger Medium WetHulled 30% | Toraja Sapan Light Washed 20%,Medium,"Aroma bunga yang menyegarkan, blend delicate ini memadukan biji-biji terbaik dari Flores Bajawa dan Java Preanger dan Toraja Sapan. Diproses dengan metode Washed & WetHulled, menghadirkan profil rasa woody, hazelnut, citrus yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Balanced,Flores Bajawa (Medium / Washed): 500g (50%) | Java Preanger (Medium / WetHulled): 300g (30%) | Toraja Sapan (Light / Washed): 200g (20%) | total: 1000g,Cocok untuk French Press & Espresso
S-SPR-196,Spring,Seasonal Blend,Nusantara Spring Series,Java Temanggung Dark Anaerobic 60% | Flores Manggarai Light WetHulled 25% | Bali Ulian Light Anaerobic 15%,Medium,"Profil rasa yang bersih dan elegan, blend clean ini memadukan biji-biji terbaik dari Java Temanggung dan Flores Manggarai dan Bali Ulian. Diproses dengan metode WetHulled & Anaerobic, menghadirkan profil rasa black cherry, lime, lychee yang kompleks namun harmonis. Sebuah perpaduan yang dirancang untuk memuaskan selera pecinta kopi sejati.",Velvety,Java Temanggung (Dark / Anaerobic): 600g (60%) | Flores Manggarai (Light / WetHulled): 250g (25%) | Bali Ulian (Light / Anaerobic): 150g (15%) | total: 1000g,Cocok untuk French Press & Espresso
